2007,55,1000,4416,216,801.3,4,10,20,30
2007,55,1000,4416.8,130,801.3,4,10,20,30
2014,55,1000,3541.3,96,739.7,3,10,20,30
2016,65,671,1001.4,40,18,2,10,20,30
2016,65,671,1001.4,40,18,2,10,20,30
2015,65,671,1001.4,40,18,2,10,20,30
1987,55,870,4249.8,180,918.6,5,10,20,40
1970,55,912,4103.8,180,809.2,5,10,20,40
1961,55,906,4117,38,693.8,5,10,20,40
1989,55,1167,5521.1,180,1046.4,5,10,20,30
1988,55,1136.3,5271.8,180,827.2,5,10,20,30
1988,55,1157.2,5272.5,180,821.2,5,10,20,30
